Date,Daily_Return
2022-01-03,0.0
2022-01-04,3.9619651347068143
2022-01-05,-0.9146341463414633
2022-01-06,-0.9230769230769231
2022-01-07,-1.5527950310559007
2022-01-10,1.4195583596214512
2022-01-11,1.244167962674961
2022-01-12,1.3824884792626728
2022-01-13,0.15151515151515152
2022-01-14,1.6641452344931922
2022-01-17,1.636904761904762
2022-01-18,-3.074670571010249
2022-01-19,-1.2084592145015105
2022-01-20,-0.45871559633027525
2022-01-21,-1.5360983102918586
2022-01-24,1.87207488299532
2022-01-25,-1.8376722817764166
2022-01-26,-0.7800312012480499
2022-02-07,-0.15723270440251574
2022-02-08,-1.1023622047244095
2022-02-09,0.7961783439490446
2022-02-10,2.527646129541864
2022-02-11,0.15408320493066258
2022-02-14,-2.0
2022-02-15,-0.6279434850863422
2022-02-16,2.0537124802527646
2022-02-17,-0.15479876160990713
2022-02-18,-1.2403100775193798
2022-02-21,-0.7849293563579277
2022-02-22,-0.7911392405063291
2022-02-23,-0.3189792663476874
2022-02-24,-3.36
2022-02-25,0.0
2022-03-01,0.0
2022-03-02,-0.49668874172185434
2022-03-03,0.16638935108153077
2022-03-04,-1.1627906976744187
2022-03-07,-3.1932773109243695
2022-03-08,-2.256944444444444
2022-03-09,0.8880994671403196
2022-03-10,3.345070422535211
2022-03-11,-2.0442930153321974
2022-03-14,-0.5217391304347827
2022-03-15,-2.4475524475524475
2022-03-16,0.0
2022-03-17,4.301075268817205
2022-03-18,-0.1718213058419244
2022-03-21,0.8605851979345954
2022-03-22,-0.5119453924914675
2022-03-23,1.2006861063464835
2022-03-24,0.1694915254237288
2022-03-25,1.1844331641285957
2022-03-28,-2.341137123745819
2022-03-29,0.8561643835616438
2022-03-30,1.8675721561969438
2022-03-31,-0.5
2022-04-01,-1.340033500837521
2022-04-06,-1.8675721561969438
2022-04-07,-2.0761245674740483
2022-04-08,0.17667844522968199
2022-04-11,-1.5873015873015872
2022-04-12,-0.17921146953405018
2022-04-13,2.872531418312388
2022-04-14,0.0
2022-04-15,-1.9197207678883073
2022-04-18,-0.1779359430604982
2022-04-19,0.7130124777183601
2022-04-20,0.8849557522123894
2022-04-21,-0.8771929824561403
2022-04-22,-1.238938053097345
2022-04-25,-1.971326164874552
2022-04-26,-0.18281535648994515
2022-04-27,-3.6630036630036633
2022-04-28,0.9505703422053232
2022-04-29,1.3182674199623352
2022-05-03,-1.3011152416356877
2022-05-04,0.5649717514124294
2022-05-05,1.4981273408239701
2022-05-06,-2.5830258302583027
2022-05-09,-1.5151515151515151
2022-05-10,-0.38461538461538464
2022-05-11,0.5791505791505791
2022-05-12,-3.071017274472169
2022-05-13,1.188118811881188
2022-05-16,1.761252446183953
2022-05-17,1.9230769230769231
2022-05-18,1.509433962264151
2022-05-19,-2.973977695167286
2022-05-20,1.532567049808429
2022-05-23,-0.37735849056603776
2022-05-24,-1.5151515151515151
2022-05-25,0.7692307692307693
2022-05-26,-1.9083969465648856
2022-05-27,3.11284046692607
2022-05-30,3.207547169811321
2022-05-31,2.376599634369287
2022-06-01,-1.9642857142857142
2022-06-02,-1.639344262295082
2022-06-06,0.0
2022-06-07,-0.9259259259259258
2022-06-08,1.6822429906542056
2022-06-09,-0.5514705882352942
2022-06-10,-2.033271719038817
2022-06-13,-2.6415094339622645
2022-06-14,-0.5813953488372093
2022-06-15,-0.7797270955165692
2022-06-16,-0.19646365422396855
2022-06-17,-1.3779527559055118
2022-06-20,-0.5988023952095809
2022-06-21,1.4056224899598393
2022-06-22,-2.0792079207920793
2022-06-23,-1.820020222446916
2022-06-24,0.20597322348094746
2022-06-27,2.466598150051387
2022-06-28,-0.20060180541624875
2022-06-29,-1.306532663316583
2022-06-30,-3.054989816700611
2022-07-01,-4.726890756302521
2022-07-04,-2.9768467475192946
2022-07-05,1.3636363636363635
2022-07-06,-2.3542600896860986
2022-07-07,5.05166475315729
2022-07-08,2.0765027322404372
2022-07-11,-1.070663811563169
2022-07-12,-2.7056277056277054
2022-07-13,4.671857619577309
2022-07-14,0.9564293304994688
2022-07-15,3.684210526315789
2022-07-18,0.6091370558375634
2022-07-19,-0.9081735620585267
2022-07-20,0.8146639511201629
2022-07-21,1.2121212121212122
2022-07-22,0.39920159680638717
2022-07-25,-0.6958250497017893
2022-07-26,-0.9009009009009009
2022-07-27,1.4141414141414141
2022-07-28,-0.199203187250996
2022-07-29,1.5968063872255487
2022-08-01,-0.9823182711198428
2022-08-02,-2.380952380952381
2022-08-03,1.8292682926829267
2022-08-04,-0.19960079840319359
2022-08-05,3.2
2022-08-08,-0.7751937984496124
2022-08-09,-0.390625
2022-08-10,-1.9607843137254901
2022-08-11,2.8000000000000003
2022-08-12,0.5836575875486382
2022-08-15,1.160541586073501
2022-08-16,0.3824091778202677
2022-08-17,0.38095238095238093
2022-08-18,-1.3282732447817838
2022-08-19,-0.19230769230769232
2022-08-22,-1.348747591522158
2022-08-23,-1.5625
2022-08-24,-0.1984126984126984
2022-08-25,0.9940357852882704
2022-08-26,0.7874015748031495
2022-08-29,-2.63671875
2022-08-30,-0.5015045135406219
2022-08-31,1.8145161290322582
2022-09-01,-2.8712871287128716
2022-09-02,-1.1213047910295617
2022-09-05,0.2061855670103093
2022-09-06,0.6172839506172839
2022-09-07,-3.374233128834356
2022-09-08,0.5291005291005291
2022-09-12,2.4210526315789473
2022-09-13,1.3360739979445015
2022-09-14,-2.636916835699797
2022-09-15,-0.7291666666666666
2022-09-16,-0.944386149003148
2022-09-19,-1.059322033898305
2022-09-20,2.0342612419700217
2022-09-21,-1.154249737670514
2022-09-22,-1.3800424628450108
2022-09-23,-2.045209903121636
2022-09-26,-1.8681318681318682
2022-09-27,0.33594624860022393
2022-09-28,-2.232142857142857
2022-09-29,-0.684931506849315
2022-09-30,-2.9885057471264367
2022-10-03,-1.1848341232227488
2022-10-04,2.877697841726619
2022-10-05,3.7296037296037294
2022-10-06,1.348314606741573
2022-10-07,-2.882483370288248
2022-10-11,-8.333333333333332
2022-10-12,-0.9962640099626401
2022-10-13,-0.628930817610063
2022-10-14,4.30379746835443
2022-10-17,-3.640776699029126
2022-10-18,2.518891687657431
2022-10-19,-2.8255528255528257
2022-10-20,0.5056890012642226
2022-10-21,-2.0125786163522013
2022-10-24,-0.6418485237483954
2022-10-25,-4.1343669250646
2022-10-26,1.3477088948787064
2022-10-27,2.5265957446808507
2022-10-28,-1.556420233463035
2022-10-31,2.766798418972332
2022-11-01,0.38461538461538464
2022-11-02,0.8939974457215836
2022-11-03,-2.7848101265822782
2022-11-04,-0.5208333333333333
2022-11-07,2.094240837696335
2022-11-08,2.307692307692308
2022-11-09,4.511278195488721
2022-11-10,-2.278177458033573
2022-11-11,8.343558282208589
2022-11-14,0.7927519818799547
2022-11-15,7.865168539325842
2022-11-16,1.4583333333333333
2022-11-17,-0.41067761806981523
2022-11-18,0.4123711340206186
2022-11-21,-1.0266940451745379
2022-11-22,1.8672199170124482
2022-11-23,0.20366598778004072
2022-11-24,0.8130081300813009
2022-11-25,0.4032258064516129
2022-11-28,-3.5140562248995986
2022-11-29,1.352757544224766
2022-11-30,0.6160164271047228
2022-12-01,1.7346938775510203
2022-12-02,-1.2036108324974923
2022-12-05,-0.7106598984771574
2022-12-06,-2.2494887525562373
2022-12-07,-0.6276150627615062
2022-12-08,-0.7368421052631579
2022-12-09,2.1208907741251326
2022-12-12,-1.3499480789200415
2022-12-13,-0.7368421052631579
