Date,Open,High,Low,Close,Adj Close,Volume,Intraday_Return
2022-01-03,35.5,35.54999923706055,34.849998474121094,35.0,30.459150314331055,34353862,-1.4084507042253522
2022-01-04,35.0,35.0,34.349998474121094,34.45000076293945,29.980504989624023,45966754,-1.5714263916015623
2022-01-05,34.45000076293945,34.900001525878906,34.45000076293945,34.849998474121094,30.328609466552734,20483252,1.1610963782965988
2022-01-06,34.849998474121094,34.849998474121094,34.5,34.79999923706055,30.28509521484375,21540451,-0.14346984002789928
2022-01-07,34.79999923706055,35.0,34.599998474121094,34.79999923706055,30.28509521484375,22414383,0.0
2022-01-10,34.650001525878906,34.95000076293945,34.599998474121094,34.900001525878906,30.37212371826172,18860346,0.7215006897280611
2022-01-11,34.79999923706055,34.900001525878906,34.5,34.54999923706055,30.067529678344727,29939379,-0.7183908203473764
2022-01-12,34.54999923706055,34.849998474121094,34.54999923706055,34.849998474121094,30.328609466552734,25939464,0.8683046126922875
2022-01-13,34.900001525878906,35.599998474121094,34.900001525878906,35.5,30.89427947998047,60954454,1.7191932604248894
2022-01-14,35.45000076293945,35.45000076293945,34.79999923706055,35.20000076293945,30.633203506469727,27297711,-0.7052186025941017
2022-01-17,34.900001525878906,35.0,34.75,35.0,30.459150314331055,15682676,0.2865285666160882
2022-01-18,34.900001525878906,35.0,34.599998474121094,34.599998474121094,30.11104393005371,24679769,-0.8596075605766248
2022-01-19,34.349998474121094,34.349998474121094,34.04999923706055,34.04999923706055,29.632400512695312,39121525,-0.8733602631352748
2022-01-20,34.04999923706055,34.400001525878906,34.0,34.150001525878906,29.71942901611328,23317715,0.29369248475493454
2022-01-21,34.04999923706055,34.25,33.79999923706055,33.849998474121094,29.458345413208008,33915445,-0.5873737662871051
2022-01-24,33.70000076293945,33.70000076293945,33.25,33.45000076293945,29.110244750976562,29833687,-0.7418397458166525
2022-01-25,33.5,33.75,33.29999923706055,33.45000076293945,29.110244750976562,41469383,-0.14925145391208022
2022-01-26,33.45000076293945,33.75,33.45000076293945,33.650001525878906,29.284297943115234,23969579,0.597909591562825
2022-02-07,33.5,34.25,33.400001525878906,34.25,29.806453704833984,46143352,2.2388059701492535
2022-02-08,34.25,34.599998474121094,34.0,34.5,30.024019241333008,48149920,0.7299270072992701
